,tweet_id,favorites,retweets
1633,806242860592926720,0,12774
1634,806542213899489280,10912,2588
1635,806629075125202948,80233,38143
1636,807010152071229440,13932,4191
1637,807059379405148160,0,8022
1638,807106840509214720,126812,60831
1639,807621403335917568,15553,4024
1640,808001312164028416,13425,3870
1641,808106460588765185,9326,2403
1642,808134635716833280,0,6512
1643,808501579447930884,12031,2853
1644,808733504066486276,8442,2373
1645,808838249661788160,10782,3327
1646,809084759137812480,14095,3836
1647,809220051211603969,21260,6144
1648,809448704142938112,7392,1605
1649,809808892968534016,0,5361
1650,809920764300447744,16528,4275
1651,810254108431155201,15660,3668
1652,810284430598270976,37795,12459
1653,810657578271330305,11695,2897
1654,810896069567610880,9653,1955
1655,810984652412424192,5681,1566
1656,811386762094317568,22296,6991
1657,811627233043480576,13631,3414
1658,811744202451197953,8048,1755
1659,811985624773361665,7743,1537
1660,812372279581671427,14606,4010
1661,812466873996607488,8512,2107
1662,812503143955202048,6476,1331
1663,812709060537683968,7059,1562
1664,812781120811126785,8084,2089
1665,813051746834595840,22343,8014
1666,813066809284972545,8485,2125
1667,813081950185472002,10527,3027
1668,813096984823349248,11224,3934
1669,813112105746448384,11002,3012
1670,813127251579564032,12633,3415
1671,813142292504645637,8979,2575
1672,813157409116065792,8267,2422
1673,813172488309972993,9936,2089
1674,813187593374461952,21124,4778
1675,813202720496779264,9789,1961
1676,813217897535406080,19899,7976
1677,813800681631023104,8889,1919
1678,813812741911748608,38725,15299
1679,813910438903693312,9898,2054
1680,813944609378369540,0,3486
1681,814153002265309185,30647,9472
1682,814530161257443328,9218,2028
1683,814638523311648768,12003,2957
1684,814986499976527872,8135,1410
1685,815390420867969024,11024,4159
1686,815639385530101762,8745,1793
1687,815736392542261248,10465,2480
1688,815966073409433600,23869,9268
1689,815990720817401858,5318,1135
1690,816014286006976512,0,5796
1691,816091915477250048,9487,2355
1692,816336735214911488,9147,2134
1693,816450570814898180,32516,8853
1694,816697700272001025,10426,2405
1695,816816676327063552,10632,2217
1696,816829038950027264,0,5142
1697,817056546584727552,9111,1802
1698,817120970343411712,12942,2856
1699,817171292965273600,9277,2194
1700,817181837579653120,0,9268
1701,817415592588222464,5971,1049
1702,817423860136083457,36343,16294
1703,817536400337801217,12539,3303
1704,817777686764523521,11372,2914
1705,817827839487737858,55076,29592
1706,818145370475810820,13058,2830
1707,818259473185828864,11721,2488
1708,818536468981415936,11585,2698
1709,818588835076603904,0,6686
1710,818614493328580609,10476,2813
1711,818627210458333184,23562,8108
1712,819004803107983360,92019,39983
1713,819006400881917954,47968,20604
1714,819015331746349057,0,20604
1715,819015337530290176,0,39983
1716,819227688460238848,24505,7287
1717,819347104292290561,7660,1314
1718,819588359383371776,10154,2142
1719,819711362133872643,14279,3404
1720,819924195358416896,13650,5262
1721,819952236453363712,5647,1286
1722,820078625395449857,21026,6841
1723,820314633777061888,3537,614
1724,820446719150292993,0,2811
1725,820690176645140481,12941,3498
1726,820749716845686786,33460,10767
1727,821044531881721856,13441,2490
1728,821107785811234820,10163,2312
1729,821149554670182400,9243,2190
1730,821407182352777218,12473,4718
1731,821522889702862852,8504,1929
1732,821765923262631936,8922,1809
1733,821813639212650496,0,3630
1734,821886076407029760,12026,2541
1735,822244816520155136,37098,10690
1736,822462944365645825,30145,15903
1737,822489057087389700,19240,6955
1738,822610361945911296,15652,3227
1739,822647212903690241,0,6955
1740,822859134160621569,14012,2483
1741,822872901745569793,140159,47583
1742,822975315408461824,18297,3729
1743,823269594223824897,0,10690
1744,823322678127919110,16664,4355
1745,823581115634085888,13803,2867
1746,823699002998870016,13314,2618
1747,823939628516474880,11260,2937
1748,824297048279236611,15928,4196
1749,824325613288833024,12470,11252
1750,824663926340194305,10661,1883
1751,824775126675836928,15841,3810
1752,824796380199809024,0,5953
1753,825026590719483904,6715,1384
1754,825147591692263424,19357,4952
1755,825535076884762624,55035,18605
1756,825829644528148480,13459,2694
1757,825876512159186944,11054,2024
1758,826115272272650244,16540,3399
1759,826204788643753985,5159,1008
1760,826240494070030336,14029,2804
1761,826476773533745153,19455,4537
1762,826598365270007810,10640,2541
1763,826848821049180160,38491,11044
1764,826958653328592898,22778,5413
1765,827199976799354881,11155,2425
1766,827324948884643840,16739,3314
1767,827600520311402496,7813,1024
1768,827653905312006145,16247,3244
1769,827933404142436356,21241,5641
1770,828011680017821696,10919,2318
1771,828046555563323392,12398,3091
1772,828372645993398273,13226,3183
1773,828376505180889089,7782,1148
1774,828381636999917570,13306,2407
1775,828408677031882754,8068,1388
1776,828409743546925057,6631,1243
1777,828650029636317184,10006,1456
1778,828708714936930305,38580,12117
1779,828770345708580865,26931,6332
1780,829011960981237760,55820,17510
1781,829141528400556032,25795,7994
1782,829374341691346946,36450,10036
1783,829449946868879360,11021,2190
1784,829501995190984704,33438,11444
1785,829861396166877184,12874,2105
1786,829878982036299777,0,5413
1787,830097400375152640,10339,3236
1788,830583320585068544,70399,18122
1789,830956169170665475,8379,1612
1790,831262627380748289,12537,2208
1791,831309418084069378,12338,2626
1792,831315979191906304,6867,1201
1793,831322785565769729,9689,1644
1794,831552930092285952,9460,2468
1795,831650051525054464,7554,2087
1796,831670449226514432,10985,1949
1797,831911600680497154,29080,7021
1798,831939777352105988,25214,6594
1799,832032802820481025,18733,4986
1800,832040443403784192,0,10448
1801,832215726631055365,0,10092
1802,832273440279240704,11875,2508
1803,832369877331693569,18034,3428
1804,832397543355072512,12540,2390
1805,832636094638288896,16641,2996
1806,832757312314028032,17678,3887
1807,832769181346996225,0,40
1808,832998151111966721,13955,2380
1809,833124694597443584,21204,5196
1810,833479644947025920,15596,2219
1811,833722901757046785,21739,3448
1812,833826103416520705,18878,4005
1813,833863086058651648,14071,2580
1814,834086379323871233,13711,2380
1815,834167344700198914,16533,3900
1816,834209720923721728,21621,5128
1817,834458053273591808,10076,1798
1818,834574053763584002,14347,2716
1819,834786237630337024,22226,5888
1820,834931633769889797,11356,1767
1821,835152434251116546,23553,3235
1822,835172783151792128,27402,6147
1823,835264098648616962,8106,1825
1824,835297930240217089,17212,3215
1825,835574547218894849,18655,3879
1826,836001077879255040,19999,4593
1827,836260088725786625,22268,4594
1828,836380477523124226,15431,3174
1829,836677758902222849,13205,2374
1830,836753516572119041,20125,4934
1831,836989968035819520,13320,2459
1832,837110210464448512,16771,2555
1833,837366284874571778,22119,5661
1834,837471256429613056,13380,2449
1835,837482249356513284,4012,471
1836,837820167694528512,35775,8393
1837,838083903487373313,18437,3373
1838,838476387338051585,23610,5137
1839,838561493054533637,11417,1412
1840,838916489579200512,0,36
1841,838921590096166913,11671,2216
1842,839239871831150596,28430,6976
1843,839290600511926273,0,154
1844,839549326359670784,28752,8299
1845,839990271299457024,14008,2445
1846,840268004936019968,20124,6111
1847,840370681858686976,17176,4846
1848,840632337062862849,9359,1868
1849,840696689258311684,12820,1042
1850,841077006473256960,23843,5646
1851,841314665196081154,16505,4992
1852,841439858740625411,13151,3909
1853,841680585030541313,26715,8243
1854,841833993020538882,0,16294
1855,842115215311396866,14586,3221
1856,842163532590374912,25467,6165
1857,842535590457499648,18829,3720
1858,842765311967449089,7018,1354
1859,842846295480000512,15832,3820
1860,843235543001513987,22367,6416
1861,843604394117681152,17556,2923
1862,843856843873095681,22269,4910
1863,844223788422217728,14169,2332
1864,844580511645339650,17125,3327
1865,844704788403113984,40219,10943
1866,844973813909606400,15689,3402
1867,844979544864018432,14141,2730
1868,845306882940190720,24200,5698
1869,845397057150107648,7921,1912
1870,845677943972139009,26056,5055
1871,845812042753855489,30381,9235
1872,846042936437604353,16581,3062
1873,846153765933735936,32842,9581
1874,846514051647705089,46246,12239
1875,846874817362120707,20778,4138
1876,847116187444137987,22159,3372
1877,847157206088847362,20636,6170
1878,847251039262605312,21167,4523
1879,847606175596138505,19423,3574
1880,847842811428974592,5658,1414
1881,847962785489326080,24301,5367
1882,847971574464610304,0,448
1883,848212111729840128,16858,3226
1884,848324959059550208,25556,4829
1885,848690551926992896,26008,4536
1886,849051919805034497,43801,8938
1887,849336543269576704,11778,1982
1888,849412302885593088,16364,3297
1889,849776966551130114,31377,7972
1890,850019790995546112,21059,5125
1891,850145622816686080,16809,4012
1892,850380195714523136,13432,2737
1893,850753642995093505,31857,9694
1894,851224888060895234,21255,5973
1895,851464819735769094,24909,7400
1896,851591660324737024,16628,3621
1897,851861385021730816,0,23
1898,851953902622658560,0,10035
1899,852189679701164033,11751,1656
1900,852226086759018497,20496,7085
1901,852311364735569921,33913,10288
1902,852553447878664193,16747,3659
1903,852672615818899456,15270,2245
1904,852912242202992640,9269,1911
1905,853299958564483072,15865,3707
1906,853639147608842240,35573,10524
1907,853760880890318849,29164,5995
1908,854010172552949760,16518,3265
1909,854120357044912130,32570,7742
1910,854365224396361728,19249,4854
1911,854482394044301312,29819,7094
1912,854732716440526848,23224,6304
1913,855459453768019968,30378,8451
1914,855851453814013952,46080,18219
1915,856282028240666624,28088,6488
1916,856526610513747968,11987,1932
1917,856543823941562368,16448,2951
1918,857029823797047296,19141,4103
1919,857263160327368704,20213,4616
1920,857393404942143489,5967,1683
1921,857746408056729600,34591,10858
1922,857989990357356544,16273,2635
1923,858107933456039936,15859,2965
1924,858471635011153920,21677,4936
1925,858843525470990336,15652,3540
1926,859074603037188101,34095,13852
1927,859196978902773760,90538,30695
1928,859607811541651456,18706,1600
1929,859851578198683649,15491,3563
1930,859924526012018688,19645,4147
1931,860184849394610176,16753,5932
1932,860276583193509888,18383,3519
1933,860524505164394496,23736,5354
1934,860563773140209665,7545,2185
1935,860924035999428608,0,832
1936,861005113778896900,16761,3838
1937,861288531465048066,17254,4199
1938,861383897657036800,36202,10826
1939,862096992088072192,74687,23532
1940,862457590147678208,20567,5003
1941,862722525377298433,17084,3554
1942,862831371563274240,19189,5142
1943,863062471531167744,8532,2467
1944,863079547188785154,8773,1113
1945,863432100342583297,23822,5289
1946,863553081350529029,15300,4209
1947,863907417377173506,20601,4169
1948,864197398364647424,30120,8983
1949,864279568663928832,14605,3047
1950,864873206498414592,32242,8750
1951,865006731092295680,27930,7721
1952,865359393868664832,26408,5021
1953,865718153858494464,25558,5638
1954,866334964761202691,52354,14467
1955,866450705531457537,121771,35351
1956,866686824827068416,19233,3482
1957,867051520902168576,32070,7866
1958,867072653475098625,0,121
1959,867421006826221569,16018,2504
1960,867774946302451713,33751,7334
1961,867900495410671616,24029,4174
1962,868552278524837888,10054,2094
1963,868622495443632128,26536,5284
1964,868880397819494401,65068,14426
1965,869227993411051520,20269,3770
1966,869596645499047938,15826,3122
1967,869702957897576449,27957,6315
1968,869772420881756160,41978,9971
1969,870063196459192321,36271,8299
1970,870308999962521604,21596,4126
1971,870374049280663552,81820,26031
1972,870656317836468226,12273,2624
1973,870804317367881728,33221,6154
1974,871032628920680449,22393,3782
1975,871515927908634625,19939,3422
1976,871762521631449091,19995,3441
1977,871879754684805121,37411,11030
1978,872122724285648897,33924,8031
1979,872261713294495745,33714,6245
1980,872486979161796608,40071,8914
1981,872620804844003328,20485,3641
1982,872820683541237760,14491,3641
1983,872967104147763200,26927,5337
1984,873213775632977920,7122,1564
1985,873580283840344065,23815,3882
1986,874012996292530176,34002,10238
1987,874057562936811520,22295,3895
1988,874296783580663808,25612,4034
1989,874680097055178752,27342,4559
1990,875021211251597312,25023,4640
1991,875144289856114688,21555,4840
1992,875747767867523072,24756,4217
1993,876120275196170240,27431,4596
1994,876484053909872640,18430,2355
1995,876838120628539392,20325,3272
1996,877201837425926144,26630,5474
1997,877316821321428993,26889,5079
1998,877556246731214848,22309,3731
1999,877611172832227328,0,79
2000,877736472329191424,78267,18698
2001,878057613040115712,41248,6678
2002,878281511006478336,7596,1263
2003,878776093423087618,19036,4044
2004,879008229531029506,18616,2640
2005,879050749262655488,22112,4616
2006,879376492567855104,16472,3049
2007,879415818425184262,103830,43326
2008,879492040517615616,22978,3110
2009,879862464715927552,21913,3418
2010,880095782870896641,27091,4257
2011,880221127280381952,26518,4121
2012,880465832366813184,27984,6136
2013,880872448815771648,20858,3738
2014,880935762899988482,16693,2724
2015,881268444196462592,22640,5066
2016,881536004380872706,48465,15599
2017,881666595344535552,49604,10435
2018,881906580714921986,23844,3316
2019,882045870035918850,28783,4854
2020,882268110199369728,44054,11332
2021,882627270321602560,27389,5940
2022,882762694511734784,27746,4797
2023,882992080364220416,23484,3833
2024,883117836046086144,36437,6514
2025,883360690899218434,22242,3617
2026,883482846933004288,45028,9702
2027,883838122936631299,21476,3372
2028,884162670584377345,19951,2917
2029,884441805382717440,26473,5527
2030,884562892145688576,23823,4583
2031,884876753390489601,27383,5477
2032,884925521741709313,75899,17831
2033,885167619883638784,21495,4281
2034,885311592912609280,0,18121
2035,885528943205470208,35275,6275
2036,885984800019947520,32005,6612
2037,886258384151887873,27451,6138
2038,886366144734445568,20783,3127
2039,886680336477933568,21996,4358
2040,886736880519319552,11826,3201
2041,886983233522544640,34450,7586
2042,887101392804085760,29980,5820
2043,887343217045368832,33013,10162
2044,887473957103951883,67652,17744
2045,887517139158093824,45359,11407
2046,887705289381826560,29586,5266
2047,888078434458587136,21329,3409
2048,888554962724278272,19438,3461
2049,888804989199671297,25066,4183
2050,888917238123831296,28543,4399
2051,889278841981685760,24749,5240
2052,889531135344209921,14818,2193
2053,889638837579907072,26619,4417
2054,889665388333682689,47172,9796
2055,889880896479866881,27265,4856
2056,890006608113172480,30061,7157
2057,890240255349198849,31284,7198
2058,890609185150312448,27262,4176
2059,890729181411237888,64071,18404
2060,890971913173991426,11602,2014
2061,891087950875897856,19855,3042
2062,891327558926688256,39506,9142
2063,891689557279858688,41324,8441
2064,891815181378084864,24558,4059
2065,892177421306343426,32614,6128
2066,892420643555336193,37998,8300
